original_id	ensembl_gene_id	gene_biotype	external_gene_name
ENSG00000240424	ENSG00000240424	processed_pseudogene	
ENSG00000240427	ENSG00000240427	processed_pseudogene	RPS26P34
ENSG00000240435	ENSG00000240435	processed_pseudogene	RPS12P27
ENSG00000240445	ENSG00000240445	protein_coding	FOXO3B
ENSG00000240471	ENSG00000240471	processed_pseudogene	PHB1P8
ENSG00000240490	ENSG00000240490	misc_RNA	RN7SL277P
ENSG00000240497	ENSG00000240497	lncRNA	
ENSG00000240520	ENSG00000240520	transcribed_unitary_pseudogene	UOX
ENSG00000240567	ENSG00000240567	lncRNA	LINC02067
ENSG00000240579	ENSG00000240579	processed_pseudogene	
ENSG00000240590	ENSG00000240590	processed_pseudogene	RPSAP48
ENSG00000240611	ENSG00000240611	processed_pseudogene	RPL6P15
ENSG00000240627	ENSG00000240627	processed_pseudogene	
ENSG00000240631	ENSG00000240631	processed_pseudogene	RPL30P12
ENSG00000240668	ENSG00000240668	processed_pseudogene	KRT8P36
ENSG00000240669	ENSG00000240669	processed_pseudogene	
ENSG00000240677	ENSG00000240677	processed_pseudogene	MYL6P4
ENSG00000240687	ENSG00000240687	lncRNA	
ENSG00000240710	ENSG00000240710	lncRNA	
ENSG00000240718	ENSG00000240718	misc_RNA	RN7SL851P
ENSG00000240721	ENSG00000240721	processed_pseudogene	RPS4XP15
ENSG00000240771	ENSG00000240771	protein_coding	ARHGEF25
ENSG00000240804	ENSG00000240804	processed_pseudogene	NPM1P28
ENSG00000240809	ENSG00000240809	processed_pseudogene	CAP1P1
ENSG00000240813	ENSG00000240813	processed_pseudogene	
ENSG00000240846	ENSG00000240846	processed_pseudogene	RPS15P9
ENSG00000240854	ENSG00000240854	processed_pseudogene	PSMC2P1
ENSG00000240870	ENSG00000240870	processed_pseudogene	RPL19P14
ENSG00000240881	ENSG00000240881	processed_pseudogene	
ENSG00000240882	ENSG00000240882	processed_pseudogene	
ENSG00000240891	ENSG00000240891	protein_coding	PLCXD2
ENSG00000240919	ENSG00000240919	processed_pseudogene	
ENSG00000240975	ENSG00000240975	processed_pseudogene	
ENSG00000240983	ENSG00000240983	processed_pseudogene	
ENSG00000240991	ENSG00000240991	processed_pseudogene	RPL23AP67
ENSG00000240992	ENSG00000240992	processed_pseudogene	RPS23P4
ENSG00000240995	ENSG00000240995	processed_pseudogene	
ENSG00000241030	ENSG00000241030	processed_pseudogene	RPL29P24
ENSG00000241067	ENSG00000241067	processed_pseudogene	RPL17P40
ENSG00000241088	ENSG00000241088	processed_pseudogene	RPL17P44
ENSG00000241103	ENSG00000241103	processed_pseudogene	RPL35AP11
ENSG00000241105	ENSG00000241105	processed_pseudogene	
ENSG00000241129	ENSG00000241129	transcribed_processed_pseudogene	RPL22P19
ENSG00000241130	ENSG00000241130	processed_pseudogene	RPL32P30
ENSG00000241157	ENSG00000241157	processed_pseudogene	RPL32P32
ENSG00000241218	ENSG00000241218	processed_pseudogene	CSP2
ENSG00000241228	ENSG00000241228	processed_pseudogene	RPL12P31
ENSG00000241250	ENSG00000241250	processed_pseudogene	RPL17P20
ENSG00000241319	ENSG00000241319	processed_pseudogene	SETP6
ENSG00000241346	ENSG00000241346	processed_pseudogene	SNRPCP11
ENSG00000241354	ENSG00000241354	processed_pseudogene	
ENSG00000241360	ENSG00000241360	protein_coding	PDXP
ENSG00000241413	ENSG00000241413	misc_RNA	RN7SL441P
ENSG00000241416	ENSG00000241416	processed_pseudogene	KRT8P13
ENSG00000241418	ENSG00000241418	processed_pseudogene	MCRIP2P1
ENSG00000241429	ENSG00000241429	processed_pseudogene	EEF1A1P25
ENSG00000241462	ENSG00000241462	processed_pseudogene	
ENSG00000241464	ENSG00000241464	processed_pseudogene	RPL39P38
ENSG00000241473	ENSG00000241473	processed_pseudogene	
ENSG00000241478	ENSG00000241478	processed_pseudogene	HSPA8P9
ENSG00000241499	ENSG00000241499	processed_pseudogene	
ENSG00000241529	ENSG00000241529	misc_RNA	RN7SL767P
ENSG00000241535	ENSG00000241535	processed_pseudogene	CBX5P1
ENSG00000241547	ENSG00000241547	processed_pseudogene	ACTG1P20
ENSG00000241556	ENSG00000241556	processed_pseudogene	
ENSG00000241563	ENSG00000241563	protein_coding	CORT
ENSG00000241568	ENSG00000241568	misc_RNA	RN7SL338P
ENSG00000241570	ENSG00000241570	lncRNA	PAQR9-AS1
ENSG00000241582	ENSG00000241582	processed_pseudogene	RPL23AP8
ENSG00000241627	ENSG00000241627	processed_pseudogene	UBQLN4P1
ENSG00000241635	ENSG00000241635	protein_coding	UGT1A1
ENSG00000241640	ENSG00000241640	processed_pseudogene	
ENSG00000241654	ENSG00000241654	processed_pseudogene	RPL19P18
ENSG00000241656	ENSG00000241656	processed_pseudogene	UBA52P7
ENSG00000241661	ENSG00000241661	processed_pseudogene	PPP1R2P6
ENSG00000241671	ENSG00000241671	processed_pseudogene	
ENSG00000241693	ENSG00000241693	misc_RNA	RN7SL704P
ENSG00000241709	ENSG00000241709	misc_RNA	RN7SL265P
ENSG00000241720	ENSG00000241720	lncRNA	
ENSG00000241723	ENSG00000241723	processed_pseudogene	
ENSG00000241738	ENSG00000241738	processed_pseudogene	ZNF90P1
ENSG00000241744	ENSG00000241744	processed_pseudogene	
ENSG00000241808	ENSG00000241808	processed_pseudogene	RPS15AP34
ENSG00000241810	ENSG00000241810	processed_pseudogene	HMGN2P13
ENSG00000241829	ENSG00000241829	processed_pseudogene	RPL21P54
ENSG00000241853	ENSG00000241853	processed_pseudogene	
ENSG00000241860	ENSG00000241860	lncRNA	
ENSG00000241877	ENSG00000241877	processed_pseudogene	
ENSG00000241890	ENSG00000241890	processed_pseudogene	RPL13P4
ENSG00000241899	ENSG00000241899	processed_pseudogene	TPT1P3
ENSG00000241912	ENSG00000241912	lncRNA	
ENSG00000241913	ENSG00000241913	processed_pseudogene	RPS29P21
ENSG00000241926	ENSG00000241926	processed_pseudogene	MTCO1P55
ENSG00000241945	ENSG00000241945	protein_coding	PWP2
ENSG00000241954	ENSG00000241954	lncRNA	
ENSG00000241963	ENSG00000241963	misc_RNA	RN7SL655P
ENSG00000241984	ENSG00000241984	processed_pseudogene	RPL7AP2
ENSG00000241993	ENSG00000241993	processed_pseudogene	RPL38P1
ENSG00000242041	ENSG00000242041	processed_pseudogene	RPL35AP28
ENSG00000242052	ENSG00000242052	processed_pseudogene	RPL10P7
ENSG00000242067	ENSG00000242067	processed_pseudogene	RPL9P28
ENSG00000242142	ENSG00000242142	processed_pseudogene	SERBP1P3
ENSG00000242159	ENSG00000242159	processed_pseudogene	ABCF2P1
ENSG00000242175	ENSG00000242175	misc_RNA	RN7SL127P
ENSG00000242197	ENSG00000242197	processed_pseudogene	
ENSG00000242199	ENSG00000242199	processed_pseudogene	
ENSG00000242214	ENSG00000242214	unprocessed_pseudogene	MTND3P6
ENSG00000242222	ENSG00000242222	processed_pseudogene	
ENSG00000242241	ENSG00000242241	misc_RNA	RN7SL306P
ENSG00000242248	ENSG00000242248	processed_pseudogene	RPL7AP57
ENSG00000242251	ENSG00000242251	misc_RNA	RN7SL20P
ENSG00000242285	ENSG00000242285	processed_pseudogene	RPL6P8
ENSG00000242291	ENSG00000242291	processed_pseudogene	RPL36AP51
ENSG00000242292	ENSG00000242292	processed_pseudogene	
ENSG00000242318	ENSG00000242318	processed_pseudogene	
ENSG00000242329	ENSG00000242329	processed_pseudogene	
ENSG00000242337	ENSG00000242337	transcribed_unprocessed_pseudogene	INHCAP
ENSG00000242444	ENSG00000242444	transcribed_processed_pseudogene	
ENSG00000242457	ENSG00000242457	processed_pseudogene	RBBP4P2
ENSG00000242510	ENSG00000242510	processed_pseudogene	NDUFB4P1
ENSG00000242562	ENSG00000242562	processed_pseudogene	DCAF13P1
ENSG00000242575	ENSG00000242575	transcribed_processed_pseudogene	TUBAP13
ENSG00000242602	ENSG00000242602	processed_pseudogene	RPL35AP13
ENSG00000242636	ENSG00000242636	processed_pseudogene	RPL21P129
ENSG00000242660	ENSG00000242660	processed_pseudogene	
ENSG00000242675	ENSG00000242675	processed_pseudogene	RPS16P9
ENSG00000242689	ENSG00000242689	protein_coding	CNTF
ENSG00000242705	ENSG00000242705	processed_pseudogene	ICE2P2
ENSG00000242727	ENSG00000242727	processed_pseudogene	
ENSG00000242729	ENSG00000242729	processed_pseudogene	
ENSG00000242752	ENSG00000242752	unprocessed_pseudogene	NMTRQ-TTG12-1
ENSG00000242756	ENSG00000242756	processed_pseudogene	RHOT1P3
ENSG00000242807	ENSG00000242807	processed_pseudogene	RPL26P31
ENSG00000242814	ENSG00000242814	processed_pseudogene	
ENSG00000242829	ENSG00000242829	processed_pseudogene	RPS26P21
ENSG00000242849	ENSG00000242849	processed_pseudogene	ALDOAP1
ENSG00000242850	ENSG00000242850	processed_pseudogene	RPL23AP68
ENSG00000242866	ENSG00000242866	protein_coding	STRC
ENSG00000242888	ENSG00000242888	processed_pseudogene	
ENSG00000242922	ENSG00000242922	processed_pseudogene	RPL21P104
ENSG00000242925	ENSG00000242925	lncRNA	PLCH1-AS2
ENSG00000242948	ENSG00000242948	transcribed_processed_pseudogene	EPS15P1
ENSG00000242978	ENSG00000242978	processed_pseudogene	PPIAP83
ENSG00000242986	ENSG00000242986	processed_pseudogene	RPL21P99
ENSG00000242990	ENSG00000242990	processed_pseudogene	RPL13AP23
ENSG00000242991	ENSG00000242991	processed_pseudogene	RPL7P40
ENSG00000242995	ENSG00000242995	processed_pseudogene	
ENSG00000243004	ENSG00000243004	lncRNA	
ENSG00000243020	ENSG00000243020	processed_pseudogene	RPL7P39
ENSG00000243050	ENSG00000243050	processed_pseudogene	RPL30P10
ENSG00000243053	ENSG00000243053	processed_pseudogene	RPL31P58
ENSG00000243058	ENSG00000243058	processed_pseudogene	RPL39P33
ENSG00000243095	ENSG00000243095	processed_pseudogene	RPL3P10
ENSG00000243116	ENSG00000243116	processed_pseudogene	
ENSG00000243160	ENSG00000243160	processed_pseudogene	RPL7AP32
ENSG00000243187	ENSG00000243187	lncRNA	CCDC39-AS1
ENSG00000243234	ENSG00000243234	processed_pseudogene	
ENSG00000243289	ENSG00000243289	unprocessed_pseudogene	AGAP13P
ENSG00000243304	ENSG00000243304	processed_pseudogene	
ENSG00000243349	ENSG00000243349	lncRNA	
ENSG00000243353	ENSG00000243353	processed_pseudogene	RPS29P19
ENSG00000243385	ENSG00000243385	processed_pseudogene	
ENSG00000243396	ENSG00000243396	processed_pseudogene	RPL32P7
ENSG00000243414	ENSG00000243414	protein_coding	TICAM2
ENSG00000243423	ENSG00000243423	processed_pseudogene	
ENSG00000243437	ENSG00000243437	misc_RNA	RN7SL370P
ENSG00000243455	ENSG00000243455	processed_pseudogene	RPS18P13
ENSG00000243478	ENSG00000243478	transcribed_unprocessed_pseudogene	AOX2P
ENSG00000243491	ENSG00000243491	lncRNA	
ENSG00000243499	ENSG00000243499	processed_pseudogene	RPS6P21
ENSG00000243503	ENSG00000243503	processed_pseudogene	
ENSG00000243508	ENSG00000243508	processed_pseudogene	DNAJB6P7
ENSG00000243514	ENSG00000243514	processed_pseudogene	RPL32P33
ENSG00000243521	ENSG00000243521	processed_pseudogene	RPL5P33
ENSG00000243532	ENSG00000243532	misc_RNA	RN7SL19P
ENSG00000243537	ENSG00000243537	processed_pseudogene	RPL32P20
ENSG00000243550	ENSG00000243550	lncRNA	LINC01214
ENSG00000243601	ENSG00000243601	processed_pseudogene	RPL12P24
ENSG00000243621	ENSG00000243621	processed_pseudogene	
ENSG00000243636	ENSG00000243636	lncRNA	
ENSG00000243650	ENSG00000243650	misc_RNA	RN7SL834P
ENSG00000243675	ENSG00000243675	processed_pseudogene	RPL35AP9
ENSG00000243708	ENSG00000243708	protein_coding	PLA2G4B
ENSG00000243720	ENSG00000243720	processed_pseudogene	RPL21P127
ENSG00000243738	ENSG00000243738	misc_RNA	RN7SL181P
ENSG00000243758	ENSG00000243758	processed_pseudogene	RPL35AP15
ENSG00000243761	ENSG00000243761	processed_pseudogene	RPL32P4
ENSG00000243771	ENSG00000243771	processed_pseudogene	
ENSG00000243775	ENSG00000243775	transcribed_processed_pseudogene	OSTCP1
ENSG00000243822	ENSG00000243822	processed_pseudogene	
ENSG00000243828	ENSG00000243828	transcribed_processed_pseudogene	
ENSG00000243838	ENSG00000243838	processed_pseudogene	PSMC1P7
ENSG00000243855	ENSG00000243855	processed_pseudogene	RPL12P5
ENSG00000243864	ENSG00000243864	processed_pseudogene	RPS3AP50
ENSG00000243871	ENSG00000243871	misc_RNA	RN7SL487P
ENSG00000243886	ENSG00000243886	processed_pseudogene	
ENSG00000243894	ENSG00000243894	processed_pseudogene	RPS3AP16
ENSG00000243904	ENSG00000243904	processed_pseudogene	RPSAP5
ENSG00000243915	ENSG00000243915	processed_pseudogene	THAP12P2
ENSG00000243925	ENSG00000243925	processed_pseudogene	RPS24P18
ENSG00000243939	ENSG00000243939	processed_pseudogene	
ENSG00000243943	ENSG00000243943	protein_coding	ZNF512
ENSG00000243959	ENSG00000243959	misc_RNA	RN7SL684P
ENSG00000243974	ENSG00000243974	processed_pseudogene	VTI1BP1
ENSG00000244019	ENSG00000244019	processed_pseudogene	RPS2P24
ENSG00000244021	ENSG00000244021	processed_pseudogene	
ENSG00000244036	ENSG00000244036	lncRNA	UBE2H-DT
ENSG00000244062	ENSG00000244062	processed_pseudogene	
ENSG00000244076	ENSG00000244076	processed_pseudogene	
ENSG00000244080	ENSG00000244080	misc_RNA	RN7SL833P
ENSG00000244083	ENSG00000244083	processed_pseudogene	
ENSG00000244088	ENSG00000244088	processed_pseudogene	RPL23AP44
ENSG00000244089	ENSG00000244089	processed_pseudogene	HMGB1P30
ENSG00000244113	ENSG00000244113	processed_pseudogene	
ENSG00000244122	ENSG00000244122	protein_coding	UGT1A7
ENSG00000244124	ENSG00000244124	lncRNA	ATP1B3-AS1
ENSG00000244134	ENSG00000244134	processed_pseudogene	RPS12P20
ENSG00000244137	ENSG00000244137	lncRNA	
ENSG00000244157	ENSG00000244157	processed_pseudogene	EIF4E2P2
ENSG00000244167	ENSG00000244167	processed_pseudogene	
ENSG00000244183	ENSG00000244183	processed_pseudogene	PPIAP71
ENSG00000244196	ENSG00000244196	processed_pseudogene	PPIAP15
ENSG00000244198	ENSG00000244198	lncRNA	ARHGEF35-AS1
ENSG00000244217	ENSG00000244217	processed_pseudogene	RPS4XP10
ENSG00000244218	ENSG00000244218	misc_RNA	RN7SL81P
ENSG00000244235	ENSG00000244235	processed_pseudogene	
ENSG00000244237	ENSG00000244237	processed_pseudogene	
ENSG00000244249	ENSG00000244249	processed_pseudogene	
ENSG00000244259	ENSG00000244259	processed_pseudogene	
ENSG00000244283	ENSG00000244283	processed_pseudogene	RPL23AP73
ENSG00000244289	ENSG00000244289	processed_pseudogene	RPS3AP35
ENSG00000244378	ENSG00000244378	transcribed_processed_pseudogene	RPS2P45
ENSG00000244436	ENSG00000244436	processed_pseudogene	
ENSG00000244441	ENSG00000244441	processed_pseudogene	
ENSG00000244470	ENSG00000244470	processed_pseudogene	RPL6P14
ENSG00000244479	ENSG00000244479	lncRNA	OR2A1-AS1
ENSG00000244486	ENSG00000244486	protein_coding	SCARF2
ENSG00000244571	ENSG00000244571	processed_pseudogene	RPS6P4
ENSG00000244588	ENSG00000244588	protein_coding	RAD21L1
ENSG00000244604	ENSG00000244604	processed_pseudogene	
ENSG00000244619	ENSG00000244619	lncRNA	
ENSG00000244640	ENSG00000244640	processed_pseudogene	RPLP0P8
ENSG00000244641	ENSG00000244641	processed_pseudogene	RPS26P43
ENSG00000244662	ENSG00000244662	processed_pseudogene	
ENSG00000244703	ENSG00000244703	unprocessed_pseudogene	CD46P1
ENSG00000244705	ENSG00000244705	processed_pseudogene	RPLP0P10
ENSG00000244717	ENSG00000244717	processed_pseudogene	RPS27P14
ENSG00000244723	ENSG00000244723	unprocessed_pseudogene	ASLP1
ENSG00000244730	ENSG00000244730	processed_pseudogene	
ENSG00000244740	ENSG00000244740	processed_pseudogene	
ENSG00000244743	ENSG00000244743	processed_pseudogene	RPL35AP27
ENSG00000244753	ENSG00000244753	processed_pseudogene	RPL15P21
ENSG00000244998	ENSG00000244998	lncRNA	
ENSG00000245025	ENSG00000245025	lncRNA	
ENSG00000245060	ENSG00000245060	lncRNA	LINC00847
ENSG00000245322	ENSG00000245322	lncRNA	H2AZ1-DT
ENSG00000245466	ENSG00000245466	lncRNA	TTC9-DT
ENSG00000245479	ENSG00000245479	lncRNA	LINC01585
ENSG00000245928	ENSG00000245928	lncRNA	SDAD1-AS1
ENSG00000246323	ENSG00000246323	lncRNA	FAM13B-AS1
ENSG00000246422	ENSG00000246422	lncRNA	DIAPH1-AS1
ENSG00000246548	ENSG00000246548	lncRNA	LINC02288
ENSG00000246575	ENSG00000246575	unprocessed_pseudogene	
ENSG00000246640	ENSG00000246640	lncRNA	PICART1
ENSG00000246740	ENSG00000246740	lncRNA	PLA2G4E-AS1
ENSG00000246898	ENSG00000246898	lncRNA	LINC00920
ENSG00000247011	ENSG00000247011	lncRNA	
ENSG00000247131	ENSG00000247131	lncRNA	
ENSG00000247151	ENSG00000247151	lncRNA	CSTF3-DT
ENSG00000247199	ENSG00000247199	lncRNA	FBXO38-DT
ENSG00000247498	ENSG00000247498	lncRNA	GPRC5D-AS1
ENSG00000247516	ENSG00000247516	lncRNA	MIR4458HG
ENSG00000247763	ENSG00000247763	processed_pseudogene	TUBAP14
ENSG00000247872	ENSG00000247872	processed_pseudogene	SPCS2P3
ENSG00000248112	ENSG00000248112	lncRNA	
ENSG00000248121	ENSG00000248121	transcribed_unprocessed_pseudogene	SMURF2P1
ENSG00000248132	ENSG00000248132	lncRNA	LINC02101
ENSG00000248155	ENSG00000248155	unprocessed_pseudogene	
ENSG00000248172	ENSG00000248172	lncRNA	
ENSG00000248191	ENSG00000248191	processed_pseudogene	PES1P1
ENSG00000248202	ENSG00000248202	lncRNA	LINC02234
ENSG00000248208	ENSG00000248208	processed_pseudogene	WDR45P1
ENSG00000248234	ENSG00000248234	processed_pseudogene	
ENSG00000248256	ENSG00000248256	lncRNA	OCIAD1-AS1
ENSG00000248268	ENSG00000248268	lncRNA	
ENSG00000248288	ENSG00000248288	processed_pseudogene	
ENSG00000248323	ENSG00000248323	lncRNA	LUCAT1
ENSG00000248359	ENSG00000248359	lncRNA	
ENSG00000248375	ENSG00000248375	processed_pseudogene	
ENSG00000248387	ENSG00000248387	processed_pseudogene	
ENSG00000248394	ENSG00000248394	processed_pseudogene	FOSL1P1
ENSG00000248444	ENSG00000248444	processed_pseudogene	HNRNPA1P65
ENSG00000248449	ENSG00000248449	transcribed_unitary_pseudogene	PCDHGB8P
ENSG00000248459	ENSG00000248459	processed_pseudogene	
ENSG00000248479	ENSG00000248479	lncRNA	
ENSG00000248485	ENSG00000248485	protein_coding	PCP4L1
ENSG00000248543	ENSG00000248543	processed_pseudogene	NPM1P41
ENSG00000248565	ENSG00000248565	processed_pseudogene	TECRP2
ENSG00000248569	ENSG00000248569	processed_pseudogene	
ENSG00000248592	ENSG00000248592	protein_coding	STIMATE-MUSTN1
ENSG00000248610	ENSG00000248610	processed_pseudogene	HSPA8P4
ENSG00000248625	ENSG00000248625	processed_pseudogene	
ENSG00000248640	ENSG00000248640	processed_pseudogene	HNRNPA1P56
ENSG00000248641	ENSG00000248641	processed_pseudogene	HMGA1P2
ENSG00000248648	ENSG00000248648	processed_pseudogene	
ENSG00000248724	ENSG00000248724	lncRNA	NPHP3-AS1
ENSG00000248727	ENSG00000248727	lncRNA	LINC01948
ENSG00000248734	ENSG00000248734	lncRNA	
ENSG00000248740	ENSG00000248740	lncRNA	LINC02428
ENSG00000248757	ENSG00000248757	lncRNA	LINC02115
ENSG00000248771	ENSG00000248771	protein_coding	SMIM31
ENSG00000248773	ENSG00000248773	lncRNA	
ENSG00000248801	ENSG00000248801	lncRNA	C8orf34-AS1
ENSG00000248803	ENSG00000248803	processed_pseudogene	
ENSG00000248827	ENSG00000248827	processed_pseudogene	
ENSG00000248843	ENSG00000248843	processed_pseudogene	RPL7AP29
ENSG00000248878	ENSG00000248878	transcribed_processed_pseudogene	
ENSG00000248880	ENSG00000248880	processed_pseudogene	ICE2P1
ENSG00000248926	ENSG00000248926	processed_pseudogene	
ENSG00000248936	ENSG00000248936	lncRNA	
ENSG00000248954	ENSG00000248954	lncRNA	
ENSG00000249004	ENSG00000249004	processed_pseudogene	PRMT5P1
ENSG00000249019	ENSG00000249019	processed_pseudogene	
ENSG00000249026	ENSG00000249026	processed_pseudogene	CTNNA1P1
ENSG00000249031	ENSG00000249031	processed_pseudogene	SUMO2P6
ENSG00000249055	ENSG00000249055	transcribed_processed_pseudogene	TBCAP3
ENSG00000249056	ENSG00000249056	processed_pseudogene	
ENSG00000249057	ENSG00000249057	lncRNA	MAST4-IT1
ENSG00000249065	ENSG00000249065	transcribed_processed_pseudogene	PCNAP1
ENSG00000249068	ENSG00000249068	processed_pseudogene	
ENSG00000249085	ENSG00000249085	lncRNA	TNPO1-DT
ENSG00000249096	ENSG00000249096	lncRNA	LINC02362
ENSG00000249098	ENSG00000249098	processed_pseudogene	
ENSG00000249138	ENSG00000249138	transcribed_processed_pseudogene	SLED1
ENSG00000249145	ENSG00000249145	lncRNA	LINC02517
ENSG00000249148	ENSG00000249148	processed_pseudogene	
ENSG00000249149	ENSG00000249149	transcribed_processed_pseudogene	
ENSG00000249173	ENSG00000249173	lncRNA	LINC01093
ENSG00000249176	ENSG00000249176	processed_pseudogene	
ENSG00000249183	ENSG00000249183	processed_pseudogene	SUMO2P4
ENSG00000249201	ENSG00000249201	lncRNA	TERLR1
ENSG00000249210	ENSG00000249210	processed_pseudogene	GAPDHP38
ENSG00000249239	ENSG00000249239	processed_pseudogene	RACK1P3
ENSG00000249252	ENSG00000249252	lncRNA	C1QTNF7-AS1
ENSG00000249256	ENSG00000249256	processed_pseudogene	ATP5MGP3
ENSG00000249262	ENSG00000249262	processed_pseudogene	
ENSG00000249271	ENSG00000249271	processed_pseudogene	HNRNPA1P44
ENSG00000249274	ENSG00000249274	processed_pseudogene	PDLIM1P4
ENSG00000249286	ENSG00000249286	processed_pseudogene	AMD1P3
ENSG00000249307	ENSG00000249307	lncRNA	LINC01088
ENSG00000249312	ENSG00000249312	processed_pseudogene	ARL2BPP4
ENSG00000249345	ENSG00000249345	lncRNA	LINC02405
ENSG00000249378	ENSG00000249378	lncRNA	LINC01060
ENSG00000249392	ENSG00000249392	lncRNA	
ENSG00000249412	ENSG00000249412	lncRNA	
ENSG00000249417	ENSG00000249417	lncRNA	
ENSG00000249438	ENSG00000249438	processed_pseudogene	KRT18P45
ENSG00000249448	ENSG00000249448	processed_pseudogene	MTCO1P24
ENSG00000249465	ENSG00000249465	processed_pseudogene	RBMXP4
ENSG00000249476	ENSG00000249476	lncRNA	
ENSG00000249488	ENSG00000249488	processed_pseudogene	NACAP5
ENSG00000249489	ENSG00000249489	processed_pseudogene	GAPDHP70
ENSG00000249541	ENSG00000249541	processed_pseudogene	
ENSG00000249542	ENSG00000249542	processed_pseudogene	EEF1A1P21
ENSG00000249574	ENSG00000249574	lncRNA	
ENSG00000249600	ENSG00000249600	processed_pseudogene	
ENSG00000249617	ENSG00000249617	processed_pseudogene	
ENSG00000249626	ENSG00000249626	processed_pseudogene	
ENSG00000249681	ENSG00000249681	processed_pseudogene	KRT19P3
ENSG00000249689	ENSG00000249689	processed_pseudogene	
ENSG00000249695	ENSG00000249695	lncRNA	
ENSG00000249699	ENSG00000249699	lncRNA	LINC02261
ENSG00000249745	ENSG00000249745	processed_pseudogene	HMGB1P28
ENSG00000249761	ENSG00000249761	processed_pseudogene	
ENSG00000249768	ENSG00000249768	processed_pseudogene	HSPE1P10
ENSG00000249779	ENSG00000249779	processed_pseudogene	
ENSG00000249784	ENSG00000249784	scaRNA	SCARNA22
ENSG00000249786	ENSG00000249786	lncRNA	EAF1-AS1
ENSG00000249838	ENSG00000249838	processed_pseudogene	SUMO2P7
ENSG00000249840	ENSG00000249840	unprocessed_pseudogene	GAPDHP76
ENSG00000249851	ENSG00000249851	processed_pseudogene	RPS27AP18
ENSG00000249884	ENSG00000249884	protein_coding	RNF103-CHMP3
ENSG00000249885	ENSG00000249885	lncRNA	ARHGEF38-IT1
ENSG00000249893	ENSG00000249893	unprocessed_pseudogene	MTND6P16
ENSG00000249896	ENSG00000249896	transcribed_unprocessed_pseudogene	JAKMIP1-DT
ENSG00000249920	ENSG00000249920	processed_pseudogene	HNRNPA1P55
ENSG00000249923	ENSG00000249923	lncRNA	LINC02891
ENSG00000249961	ENSG00000249961	protein_coding	TERB1
ENSG00000249963	ENSG00000249963	processed_pseudogene	EEF1A1P20
ENSG00000249970	ENSG00000249970	processed_pseudogene	
ENSG00000249986	ENSG00000249986	processed_pseudogene	YWHAQP6
ENSG00000250026	ENSG00000250026	transcribed_unprocessed_pseudogene	TMPRSS11BNL
ENSG00000250027	ENSG00000250027	lncRNA	
ENSG00000250033	ENSG00000250033	lncRNA	SLC7A11-AS1
ENSG00000250043	ENSG00000250043	lncRNA	
ENSG00000250071	ENSG00000250071	processed_pseudogene	
ENSG00000250098	ENSG00000250098	lncRNA	
ENSG00000250102	ENSG00000250102	lncRNA	LINC02377
ENSG00000250144	ENSG00000250144	processed_pseudogene	EEF1A1P35
ENSG00000250195	ENSG00000250195	lncRNA	
ENSG00000250202	ENSG00000250202	processed_pseudogene	
ENSG00000250214	ENSG00000250214	processed_pseudogene	
ENSG00000250241	ENSG00000250241	lncRNA	PCDH10-DT
ENSG00000250253	ENSG00000250253	processed_pseudogene	
ENSG00000250277	ENSG00000250277	processed_pseudogene	
ENSG00000250290	ENSG00000250290	processed_pseudogene	NCAPGP1
ENSG00000250306	ENSG00000250306	processed_pseudogene	
ENSG00000250329	ENSG00000250329	processed_pseudogene	POGLUT2P1
ENSG00000250342	ENSG00000250342	processed_pseudogene	SNRPCP16
ENSG00000250346	ENSG00000250346	processed_pseudogene	EEF1GP2
ENSG00000250347	ENSG00000250347	processed_pseudogene	
ENSG00000250362	ENSG00000250362	lncRNA	
ENSG00000250363	ENSG00000250363	processed_pseudogene	KRT18P21
ENSG00000250371	ENSG00000250371	lncRNA	
ENSG00000250423	ENSG00000250423	protein_coding	KIAA1210
ENSG00000250441	ENSG00000250441	processed_pseudogene	
ENSG00000250473	ENSG00000250473	processed_pseudogene	DUTP7
ENSG00000250484	ENSG00000250484	processed_pseudogene	PPIAP76
ENSG00000250486	ENSG00000250486	lncRNA	FAM218A
ENSG00000250488	ENSG00000250488	lncRNA	LINC02233
ENSG00000250492	ENSG00000250492	processed_pseudogene	INTS6P1
ENSG00000250504	ENSG00000250504	processed_pseudogene	KRT18P51
ENSG00000250508	ENSG00000250508	lncRNA	LINC02701
ENSG00000250522	ENSG00000250522	lncRNA	
ENSG00000250541	ENSG00000250541	lncRNA	
ENSG00000250547	ENSG00000250547	processed_pseudogene	
ENSG00000250562	ENSG00000250562	processed_pseudogene	RPL38P4
ENSG00000250564	ENSG00000250564	lncRNA	LINC02999
ENSG00000250580	ENSG00000250580	processed_pseudogene	SNRPCP8
ENSG00000250602	ENSG00000250602	lncRNA	
ENSG00000250613	ENSG00000250613	processed_pseudogene	
ENSG00000250620	ENSG00000250620	lncRNA	LINC02515
ENSG00000250622	ENSG00000250622	processed_pseudogene	
ENSG00000250636	ENSG00000250636	processed_pseudogene	
ENSG00000250654	ENSG00000250654	transcribed_unprocessed_pseudogene	
ENSG00000250658	ENSG00000250658	lncRNA	
ENSG00000250669	ENSG00000250669	processed_pseudogene	
ENSG00000250699	ENSG00000250699	lncRNA	
ENSG00000250705	ENSG00000250705	processed_pseudogene	H3P23
